Recorder,Date,Month,Plant_ID,Quad1,Height_cm,Canopy_x_cm,Canopy_y_cm,Notes,,Quad2,,,,,,,,,,,,,,,,
BW,6/3/24,June,F7.AVEBAR.1,CL,N/A,N/A,N/A,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,G4.AVEBAR.1-E4,BL,N/A,N/A,N/A,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,H3.AVEBAR.1,C,N/A,N/A,N/A,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,I3.AVEBAR.1,NA,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,J4.AVEBAR.1,TC,N/A,N/A,N/A,nf,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,J7.AVEBAR.1,NA,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,A6.AVEFAT.1,CR,N/A,N/A,N/A,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,A7.AVEFAT.1,C/TL,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,B3.AVEFAT.1-A6,TR,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,B6.AVEFAT.1-A7,BL,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,C2.AVEFAT.1-A7,BR,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,D7.AVEFAT.1,TL,N/A,N/A,N/A,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,D8.AVEFAT.1,TL,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,E5.AVEFAT.1,CB,N/A,N/A,N/A,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,E6.AVEFAT.1,BR,N/A,N/A,N/A,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,F6.AVEFAT.1-D7,TC,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,G3.AVEFAT.1-E6,TL,N/A,N/A,N/A,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,H1.AVEFAT.1,C/TR,N/A,N/A,N/A,nf,,,,,,,,,,,,,,,,,,
,,June,H8.AVEFAT.1,BC,,,,,,,,,,,,,,,,,,,,,,
BW,NA,June,I2.AVEFAT.1,NA,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
BW,NA,June,J5.AVEFAT.1,NA,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
,,June,J8.AVEFAT.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,A2.BROARE.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,A4.BROARE.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,B8.BROARE.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,C6.BROARE.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,C7.BROARE.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,D3.BROARE.1,MC,,,,,,,,,,,,,,,,,,,,,,
,,June,D5.BROARE.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,E2.BROARE.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,E4.BROARE.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,F2.BROARE.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,F7.BROARE.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,G4.BROARE.1,MC,,,,,,,,,,,,,,,,,,,,,,
,,June,H3.BROARE.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,I3.BROARE.1,MC,,,,,,,,,,,,,,,,,,,,,,
,,June,J4.BROARE.1,BC,,,,,,,,,,,,,,,,,,,,,,
,,June,J7.BROARE.1,MC,,,,,,,,,,,,,,,,,,,,,,
,,June,A1.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,B4.BRODIA.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C3.BRODIA.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,C8.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,D1.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,E1.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,E3.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,F1.BRODIA.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,G6.BRODIA.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,G7.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,H2.BRODIA.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,H6.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,I5.BRODIA.1-B4,C/CR,,,,,,,,,,,,,,,,,,,,,,
,,June,I6.BRODIA.1-J2,C/CB,,,,,,,,,,,,,,,,,,,,,,
,,June,I8.BRODIA.1-C3,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,J2.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,A3.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,B1.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,B7.BRODIA.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C4.BRODIA.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,C5.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,D2.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,D6.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,E8.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,F3.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,F8.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,G1.BRODIA.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,G8.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,H5.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,I1.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,I4.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,J1.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,A5.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,A8.BRODIA.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,B2.BRODIA.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,B5.BRODIA.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,C1.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,D4.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,E7.BRODIA.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,F4.BRODIA.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,F5.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,G2.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,G5.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,H4.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,H7.BRODIA.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,I7.BRODIA.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,J3.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,J6.BRODIA.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,A6.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,A7.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,B3.BRODIA.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,B6.BRODIA.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,C2.BRODIA.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,D7.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,D8.BRODIA.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,E5.BRODIA.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,E6.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,F6.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,G3.BRODIA.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,H1.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,H8.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,I2.BRODIA.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,J5.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,J8.BRODIA.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,A2.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,A4.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,B8.BRODIA.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,C6.BRODIA.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,C7.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,D3.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,D5.BRODIA.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,E2.BRODIA.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,E4.BRODIA.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,F2.BRODIA.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,F7.BRODIA.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,G4.BRODIA.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,H3.BRODIA.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,I3.BRODIA.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,J4.BRODIA.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,J7.BRODIA.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,A1.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,B4.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C3.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C8.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,D1.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,E1.BROHOR.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,E3.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,F1.BROHOR.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,G6.BROHOR.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,G7.BROHOR.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,H2.BROHOR.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,H6.BROHOR.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,I5.BROHOR.1,TR/C,,,,,,,,,,,,,,,,,,,,,,
,,June,I6.BROHOR.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,I8.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,J2.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,A3.BROHOR.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,B1.BROHOR.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,B7.BROHOR.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,C4.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C5.BROHOR.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,D2.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,D6.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,E8.BROHOR.1,TR/C,,,,,,,,,,,,,,,,,,,,,,
,,June,F3.BROHOR.1,BC/BL,,,,,,,,,,,,,,,,,,,,,,
,,June,F8.BROHOR.1,CR/TR,,,,,,,,,,,,,,,,,,,,,,
,,June,G1.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,G8.BROHOR.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,H5.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,I1.BROHOR.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,I4.BROHOR.1,CR/C,,,,,,,,,,,,,,,,,,,,,,
,,June,J1.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,A5.BROHOR.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,A8.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,B2.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,B5.BROHOR.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,C1.BROHOR.1,C/CL,,,,,,,,,,,,,,,,,,,,,,
,,June,D4.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,E7.BROHOR.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,F4.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,F5.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,G2.BROHOR.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,G5.BROHOR.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,H4.BROHOR.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,H7.BROHOR.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,I7.BROHOR.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,J3.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,J6.BROHOR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,A6.BROHOR.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,A7.BROHOR.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,B3.BROHOR.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,B6.BROHOR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C2.BROHOR.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,D7.BROHOR.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,D8.BROHOR.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,E5.BROHOR.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,E6.BROHOR.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,F6.BROHOR.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,G3.BROHOR.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,H1.BROHOR.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,H8.BROHOR.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,I2.BROHOR.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,J5.BROHOR.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,J8.BROHOR.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,A5.BROMAD.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,A8.BROMAD.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,B2.BROMAD.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,B5.BROMAD.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,C1.BROMAD.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,D4.BROMAD.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,E7.BROMAD.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,F4.BROMAD.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,F5.BROMAD.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,G2.BROMAD.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,G5.BROMAD.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,H4.BROMAD.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,H7.BROMAD.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,I7.BROMAD.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,J3.BROMAD.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,J6.BROMAD.1,C/BL,,,,,,,,,,,,,,,,,,,,,,
,,June,A6.BROMAD.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,A7.BROMAD.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,B3.BROMAD.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,B6.BROMAD.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,C2.BROMAD.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,D7.BROMAD.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,D8.BROMAD.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,E5.BROMAD.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,E6.BROMAD.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,F6.BROMAD.1,BC,,,,,,,,,,,,,,,,,,,,,,
,,June,G3.BROMAD.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,H1.BROMAD.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,H8.BROMAD.1,BC,,,,,,,,,,,,,,,,,,,,,,
,,June,I2.BROMAD.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,J5.BROMAD.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,J8.BROMAD.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,A2.BROMAD.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,A4.BROMAD.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,B8.BROMAD.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,C6.BROMAD.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,C7.BROMAD.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,D3.BROMAD.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,D5.BROMAD.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,E2.BROMAD.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,E4.BROMAD.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,F2.BROMAD.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,F7.BROMAD.1,TR/C,,,,,,,,,,,,,,,,,,,,,,
,,June,G4.BROMAD.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,H3.BROMAD.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,I3.BROMAD.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,J4.BROMAD.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,J7.BROMAD.1,TR/C,,,,,,,,,,,,,,,,,,,,,,
,,June,A6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,A7.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,B3.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,B6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,C2.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,D7.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,D8.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,E5.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,E6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,F6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,G3.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,H1.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,H8.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,I2.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,J5.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,J8.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,A2.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,A4.CAUCOU.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,B8.CAUCOU.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,C6.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,C7.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,D3.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,D5.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,E2.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,E4.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,F2.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,F7.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,G4.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,H3.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,I3.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
,,June,J4.CAUCOU.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,J7.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,A6.CENMEL.1,C,10,4,4,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,A7.CENMEL.1,TL,80,38,38,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,B3.CENMEL.1,TC,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,B6.CENMEL.1,C,NA,NA,NA,dying,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,C2.CENMEL.1,C,31,14,8,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,D7.CENMEL.1,BR,78,50,48,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,D8.CENMEL.1,BR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,E5.CENMEL.1,TR/C,28.5,54,57,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,E6.CENMEL.1,C/TL,56,42,42,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,F6.CENMEL.1,C,35,10,5,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,G3.CENMEL.1,C,75,35,39,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,H1.CENMEL.1,C,66,16,22,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,H8.CENMEL.1,TC,52,44,25,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,I2.CENMEL.1,C,26.5,7,5,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,J5.CENMEL.1,CB,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,J8.CENMEL.1,CB,29.5,11,8,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,A1.CLAPUR.1,CT,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,B4.CLAPUR.1,TR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,C3.CLAPUR.1,CB,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,C8.CLAPUR.1,BR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,D1.CLAPUR.1,BC,26.5,7.5,4,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,E1.CLAPUR.1,C,10.5,16,6,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,E3.CLAPUR.1,CR,6,5,3,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,F1.CLAPUR.1,C,14,14,5,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,G6.CLAPUR.1,TL,13,14.5,7,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,G7.CLAPUR.1,TC,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,H2.CLAPUR.1,TR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,H6.CLAPUR.1,BR,15,4,3,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,I5.CLAPUR.1,CR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,I6.CLAPUR.1,TL,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,I8.CLAPUR.1,C,14.5,6,4,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,J2.CLAPUR.1,BL/C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,A3.CLAPUR.1,BL,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,B1.CLAPUR.1,TR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,B7.CLAPUR.1,C,28.5,8,4,,,,,,,,,,,,,,,,,,,
BW,6/3/24,June,C4.CLAPUR.1,C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,C5.CLAPUR.1,TL,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,D2.CLAPUR.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
NA,NA,June,D6.CLAPUR.1,TC,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,E8.CLAPUR.1,BR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
NA,NA,June,F3.CLAPUR.1,CT,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,F8.CLAPUR.1,TL,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,G1.CLAPUR.1,BR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,G8.CLAPUR.1,BC,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,H5.CLAPUR.1,BR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
NA,NA,June,I1.CLAPUR.1,BR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
NA,NA,June,I4.CLAPUR.1,TR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,J1.CLAPUR.1,BL,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
NA,NA,June,A5.CLAPUR.1,C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,A8.CLAPUR.1,C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,B2.CLAPUR.1,BL,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,B5.CLAPUR.1,BR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,C1.CLAPUR.1,BR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,D4.CLAPUR.1,C,20,15,4,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,E7.CLAPUR.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,F4.CLAPUR.1,C,69,19,16,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,F5.CLAPUR.1,BL,84,61,44,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,G2.CLAPUR.1,C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
